0.255 256.596 100 -0.0555257 0.273509 152.199 156.596 0.433236 -0.0413767 1.2199 
0.256 256.468 100 -0.0556238 0.274541 152.156 156.468 0.433081 -0.0408722 1.22012 
0.257 256.342 100 -0.0557206 0.275574 152.114 156.342 0.432927 -0.0403738 1.22034 
0.258 256.218 100 -0.0558163 0.276605 152.073 156.218 0.432776 -0.0398814 1.22055 
0.259 256.095 100 -0.0559108 0.277637 152.032 156.095 0.432627 -0.0393948 1.22076 
0.26 255.974 100 -0.0560041 0.278668 151.991 155.974 0.432479 -0.0389142 1.22097 
0.261 255.855 100 -0.0560963 0.279699 151.952 155.855 0.432334 -0.0384393 1.22117 
0.262 255.737 100 -0.0561874 0.280729 151.912 155.737 0.43219 -0.0379701 1.22137 
0.263 255.62 100 -0.0562774 0.281759 151.873 155.62 0.432048 -0.0375066 1.22157 
0.264 255.505 100 -0.0563662 0.282789 151.835 155.505 0.431908 -0.0370487 1.22177 
0.265 255.391 100 -0.056454 0.283818 151.797 155.391 0.43177 -0.0365962 1.22197 
0.266 255.279 100 -0.0565407 0.284847 151.76 155.279 0.431634 -0.0361493 1.22216 
0.267 255.168 100 -0.0566263 0.285875 151.723 155.168 0.4315 -0.0357077 1.22235 
0.268 255.059 100 -0.0567109 0.286904 151.686 155.059 0.431367 -0.0352714 1.22254 
0.269 254.95 100 -0.0567945 0.287931 151.65 154.95 0.431236 -0.0348404 1.22272 
0.27 254.844 100 -0.056877 0.288959 151.615 154.844 0.431107 -0.0344146 1.22291 
0.271 254.738 100 -0.0569585 0.289986 151.579 154.738 0.430979 -0.033994 1.22309 
0.272 254.634 100 -0.057039 0.291013 151.545 154.634 0.430853 -0.0335784 1.22327 
0.273 254.531 100 -0.0571185 0.29204 151.51 154.531 0.430729 -0.0331678 1.22344 
0.274 254.43 100 -0.0571971 0.293066 151.477 154.43 0.430607 -0.0327622 1.22362 
0.275 254.33 100 -0.0572747 0.294092 151.443 154.33 0.430486 -0.0323615 1.22379 
0.276 254.231 100 -0.0573513 0.295117 151.41 154.231 0.430366 -0.0319657 1.22396 
0.277 254.133 100 -0.057427 0.296142 151.378 154.133 0.430249 -0.0315746 1.22413 
0.278 254.037 100 -0.0575018 0.297167 151.346 154.037 0.430132 -0.0311882 1.22429 
